Unidades da Federação,Municípios,"Número de unidades
locais",Pessoal ocupado Total,Pessoal ocupado assalariado,Pessoal assalariado médio,"Salários
e outras
remunerações
(1 000 R$)","Salário médio
 mensal 
(salários mínimos)  (1) (2) ","Salário médio
 mensal 
(R$) (2)",Número de empresas atuantes
Pará,Tomé-Açu - PA,811,   10 156,   9 340,   8 781,   204 525,1.6,   1 791.64,785
Pará,Tracuateua - PA,99,   1 530,   1 432,   1 307,   43 805,2.3,   2 577.40,99
Pará,Trairão - PA,157,   1 057,905,976,   29 258,2.1,   2 305.73,153
Pará,Tucumã - PA,734,   5 358,   4 636,   4 454,   111 377,1.7,   1 923.50,727
Pará,Tucuruí - PA,   1 109,   12 917,   11 678,   11 052,   391 865,2.5,   2 727.50,   1 060
Pará,Ulianópolis - PA,239,   4 835,   4 583,   4 430,   116 062,1.8,   2 015.11,232
Pará,Uruará - PA,430,   3 323,   2 899,   2 703,   98 862,2.6,   2 813.30,421
Pará,Vigia - PA,259,   3 110,   2 852,   2 743,   69 372,1.8,   1 945.72,252
Pará,Viseu - PA,222,   2 950,   2 827,   2 640,   79 840,2.1,   2 326.33,213
Pará,Vitória do Xingu - PA,124,   2 611,   2 502,   2 322,   84 474,2.5,   2 797.95,119
Pará,Xinguara - PA,   1 154,   8 844,   7 718,   8 092,   224 760,1.9,   2 136.52,   1 139
Amapá,Serra do Navio - AP,32,411,388,362,   11 568,2.2,   2 457.79,32
Amapá,Amapá - AP,51,532,485,478,   13 153,1.9,   2 118.61,49
Amapá,Pedra Branca do Amapari - AP,101,   2 111,   2 019,   2 134,   111 101,3.6,   4 005.35,98
Amapá,Calçoene - AP,78,626,558,534,   14 518,1.9,   2 090.96,74
Amapá,Cutias - AP,20,442,428,429,   9 039,1.5,   1 620.92,19
Amapá,Ferreira Gomes - AP,54,753,715,783,   32 067,2.9,   3 148.56,53
Amapá,Itaubal - AP,22,390,371,364,   10 877,2.1,   2 295.84,22
Amapá,Laranjal do Jari - AP,299,   3 145,   2 859,   2 852,   94 980,2.3,   2 561.48,297
Amapá,Macapá - AP,   6 517,   106 360,   99 894,   98 007,  5 331 941,3.8,   4 184.91,   5 861
Amapá,Mazagão - AP,91,   1 202,   1 112,995,   35 584,2.5,   2 750.28,89
Amapá,Oiapoque - AP,248,   1 937,   1 700,   1 650,   44 322,1.9,   2 066.87,235
Amapá,Porto Grande - AP,148,   1 934,   1 803,   1 739,   49 767,2,   2 200.82,147
Amapá,Pracuúba - AP,18,292,285,285,   6 828,1.7,   1 841.82,17
Amapá,Santana - AP,994,   11 573,   10 640,   10 198,   273 376,1.9,   2 062.00,943
Amapá,Tartarugalzinho - AP,81,   1 228,   1 153,   1 002,   28 302,2,   2 173.55,80
Amapá,Vitória do Jari - AP,88,594,504,   1 130,   26 510,1.6,   1 804.04,83
Tocantins,Abreulândia - TO,34,264,234,254,   6 068,1.7,   1 836.95,34
Tocantins,Aguiarnópolis - TO,58,   1 602,   1 550,   1 447,   30 561,1.5,   1 624.81,58
Tocantins,Aliança do Tocantins - TO,110,663,569,531,   13 220,1.7,   1 914.73,107
Tocantins,Almas - TO,108,700,583,590,   13 325,1.6,   1 738.59,107
Tocantins,Alvorada - TO,332,   1 931,   1 645,   1 518,   39 177,1.8,   1 985.41,328
Tocantins,Ananás - TO,172,902,744,784,   18 372,1.6,   1 802.47,166
Tocantins,Angico - TO,39,337,304,286,   6 463,1.6,   1 740.88,39
Tocantins,Aparecida do Rio Negro - TO,79,649,559,535,   12 956,1.7,   1 861.88,78
Tocantins,Aragominas - TO,31,244,224,307,   7 682,1.8,   1 927.71,31
Tocantins,Araguacema - TO,63,568,505,532,   11 112,1.5,   1 606.06,61
Tocantins,Araguaçu - TO,219,   1 064,883,864,   21 825,1.8,   1 942.99,215
Tocantins,Araguaína - TO,   4 862,   39 921,   34 689,   34 776,  1 031 552,2.1,   2 281.75,   4 662
Tocantins,Araguanã - TO,47,340,297,317,   9 428,2.1,   2 289.42,47
Tocantins,Araguatins - TO,337,   2 397,   2 100,   2 171,   59 230,1.9,   2 098.25,330
Tocantins,Arapoema - TO,108,   2 404,   2 310,   3 465,   124 747,2.5,   2 769.23,107
Tocantins,Arraias - TO,137,872,745,809,   26 927,2.3,   2 561.75,134
Tocantins,Augustinópolis - TO,349,   2 039,   1 650,   1 545,   39 481,1.8,   1 965.46,345
Tocantins,Aurora do Tocantins - TO,37,121,86,87,   1 681,1.3,   1 481.72,37
Tocantins,Axixá do Tocantins - TO,72,825,760,764,   24 009,2.2,   2 416.64,72
Tocantins,Babaçulândia - TO,65,469,399,713,   16 244,1.6,   1 753.53,65
Tocantins,Bandeirantes do Tocantins - TO,47,641,595,519,   15 857,2.1,   2 349.89,47
Tocantins,Barra do Ouro - TO,36,365,341,341,   6 886,1.4,   1 554.28,35
Tocantins,Barrolândia - TO,68,592,537,513,   10 895,1.5,   1 633.76,68
Tocantins,Bernardo Sayão - TO,53,446,404,434,   12 216,2,   2 163.97,53
Tocantins,Bom Jesus do Tocantins - TO,38,285,256,293,   7 649,1.8,   2 006.87,38
Tocantins,Brasilândia do Tocantins - TO,26,326,305,289,   6 214,1.5,   1 654.55,26
Tocantins,Brejinho de Nazaré - TO,86,608,518,573,   15 757,1.9,   2 115.97,86
Tocantins,Buriti do Tocantins - TO,61,595,538,613,   12 746,1.5,   1 600.48,60
Tocantins,Cachoeirinha - TO,23,281,265,250,   5 399,1.5,   1 663.75,23
Tocantins,Campos Lindos - TO,125,   1 006,906,895,   24 661,1.9,   2 120.51,122
Tocantins,Cariri do Tocantins - TO,92,   1 143,   1 069,   1 060,   32 401,2.1,   2 351.92,88
Tocantins,Carmolândia - TO,19,320,307,277,   4 972,1.3,   1 382.48,18
Tocantins,Carrasco Bonito - TO,20,341,325,307,   6 489,1.5,   1 628.50,20
Tocantins,Caseara - TO,64,817,744,801,   22 395,2,   2 150.00,63
Tocantins,Centenário - TO,23,261,244,225,   5 100,1.6,   1 741.45,23
Tocantins,Chapada de Areia - TO,17,264,251,221,   4 122,1.3,   1 433.53,17
Tocantins,Chapada da Natividade - TO,43,503,475,463,   11 320,1.7,   1 880.39,43
Tocantins,Colinas do Tocantins - TO,815,   5 334,   4 454,   4 668,   130 243,2,   2 146.06,804
Tocantins,Combinado - TO,76,475,402,388,   9 123,1.6,   1 809.05,76
Tocantins,Conceição do Tocantins - TO,43,419,381,397,   8 876,1.6,   1 718.11,43
Tocantins,Couto Magalhães - TO,82,691,601,525,   15 243,2,   2 232.63,81
Tocantins,Cristalândia - TO,117,834,740,688,   16 910,1.7,   1 891.10,115
Tocantins,Crixás do Tocantins - TO,21,271,254,247,   4 919,1.4,   1 531.12,21
Tocantins,Darcinópolis - TO,73,630,558,536,   11 156,1.5,   1 600.96,71
Tocantins,Dianópolis - TO,446,   2 482,   2 037,   1 960,   55 226,2,   2 167.98,438
Tocantins,Divinópolis do Tocantins - TO,165,   1 158,984,934,   22 884,1.7,   1 884.68,164
Tocantins,Dois Irmãos do Tocantins - TO,84,502,417,384,   9 631,1.8,   1 927.96,82
Tocantins,Dueré - TO,78,593,529,525,   11 872,1.6,   1 738.55,78
Tocantins,Esperantina - TO,45,600,560,677,   14 305,1.5,   1 624.21,45
Tocantins,Fátima - TO,71,412,338,430,   9 602,1.6,   1 716.29,69
Tocantins,Figueirópolis - TO,82,549,484,483,   12 716,1.8,   2 027.17,80
Tocantins,Filadélfia - TO,60,457,417,454,   10 661,1.6,   1 806.12,58
Tocantins,Formoso do Araguaia - TO,431,   2 574,   2 148,   2 311,   63 880,1.9,   2 125.90,422
Tocantins,Fortaleza do Tabocão - TO,57,835,783,712,   18 784,1.8,   2 029.38,56
Tocantins,Goianorte - TO,79,625,549,471,   11 951,1.8,   1 951.43,79
Tocantins,Goiatins - TO,84,269,205,210,   4 119,1.4,   1 508.60,75
Tocantins,Guaraí - TO,548,   3 660,   3 049,   3 012,   87 485,2,   2 234.58,532
Tocantins,Gurupi - TO,   2 933,   19 082,   15 908,   15 639,   471 683,2.1,   2 319.98,   2 836
Tocantins,Ipueiras - TO,25,268,245,240,   5 652,1.6,   1 812.21,25
Tocantins,Itacajá - TO,58,571,518,488,   12 555,1.8,   1 979.28,58
Tocantins,Itaguatins - TO,41,428,349,334,   8 880,1.9,   2 046.36,40
Tocantins,Itapiratins - TO,32,351,321,298,   7 213,1.7,   1 864.84,32
Tocantins,Itaporã do Tocantins - TO,27,309,283,267,   5 519,1.4,   1 588.55,27
Tocantins,Jaú do Tocantins - TO,49,357,317,292,   7 127,1.7,   1 878.24,48
Tocantins,Juarina - TO,21,265,250,248,   4 996,1.4,   1 551.70,21
Tocantins,Lagoa da Confusão - TO,348,   2 364,   2 019,   1 986,   66 108,2.3,   2 560.30,341
Tocantins,Lagoa do Tocantins - TO,57,440,378,344,   7 640,1.6,   1 706.26,56
Tocantins,Lajeado - TO,92,575,490,492,   13 407,1.9,   2 098.07,92
Tocantins,Lavandeira - TO,15,195,186,181,   3 746,1.4,   1 588.84,15
Tocantins,Lizarda - TO,39,286,255,218,   5 079,1.6,   1 795.16,39
Tocantins,Luzinópolis - TO,42,414,374,330,   6 213,1.3,   1 450.03,42
Tocantins,Marianópolis do Tocantins - TO,94,717,636,723,   20 694,2,   2 201.15,94
Tocantins,Mateiros - TO,61,481,427,387,   9 772,1.8,   1 941.82,61
Tocantins,Maurilândia do Tocantins - TO,18,251,236,303,   7 705,1.8,   1 957.24,17
Tocantins,Miracema do Tocantins - TO,356,   2 390,   2 048,   1 806,   54 900,2.1,   2 338.39,348
Tocantins,Miranorte - TO,283,   1 522,   1 213,   1 268,   32 151,1.8,   1 951.02,276
Tocantins,Monte do Carmo - TO,76,570,499,474,   13 634,2,   2 212.20,75
Tocantins,Monte Santo do Tocantins - TO,32,308,280,260,   5 938,1.6,   1 757.12,32
Tocantins,Palmeiras do Tocantins - TO,43,491,453,419,   9 816,1.6,   1 800.57,43
Tocantins,Muricilândia - TO,32,392,363,358,   8 324,1.6,   1 788.43,32
Tocantins,Natividade - TO,233,   1 252,   1 061,978,   30 229,2.2,   2 378.04,232
Tocantins,Nazaré - TO,41,360,329,305,   6 785,1.6,   1 709.88,41
Tocantins,Nova Olinda - TO,144,   1 394,   1 243,   1 472,   38 968,1.9,   2 035.85,141
Tocantins,Nova Rosalândia - TO,34,338,301,306,   7 518,1.7,   1 888.57,34
Tocantins,Novo Acordo - TO,66,566,498,440,   9 489,1.5,   1 658.00,63
Tocantins,Novo Alegre - TO,23,218,202,188,   3 713,1.4,   1 518.25,23
Tocantins,Novo Jardim - TO,28,305,281,266,   6 136,1.6,   1 771.83,28
Tocantins,Oliveira de Fátima - TO,21,234,221,198,   4 342,1.5,   1 685.37,21
Tocantins,Palmeirante - TO,58,528,493,523,   15 213,2,   2 236.36,49
Tocantins,Palmeirópolis - TO,204,   1 144,949,886,   20 669,1.6,   1 793.91,204
Tocantins,Paraíso do Tocantins - TO,   1 668,   11 072,   9 045,   9 287,   253 134,1.9,   2 096.66,   1 624
Tocantins,Paranã - TO,106,905,814,823,   19 917,1.7,   1 862.36,106
Tocantins,Pau D'Arco - TO,55,396,350,363,   8 622,1.7,   1 828.69,54
Tocantins,Pedro Afonso - TO,335,   2 785,   2 411,   2 424,   78 328,2.3,   2 486.11,332
Tocantins,Peixe - TO,167,   1 050,870,946,   27 304,2,   2 219.57,166
Tocantins,Pequizeiro - TO,54,533,483,456,   9 604,1.5,   1 620.28,54
Tocantins,Colméia - TO,174,848,676,711,   18 148,1.8,   1 963.97,173
Tocantins,Pindorama do Tocantins - TO,55,381,341,329,   6 926,1.5,   1 616.92,55
Tocantins,Piraquê - TO,31,353,332,318,   7 774,1.7,   1 877.98,31
Tocantins,Pium - TO,93,838,741,774,   18 769,1.7,   1 865.86,93
Tocantins,Ponte Alta do Bom Jesus - TO,47,427,360,310,   7 071,1.6,   1 755.19,47
Tocantins,Ponte Alta do Tocantins - TO,101,593,512,548,   13 035,1.7,   1 831.38,101
Tocantins,Porto Alegre do Tocantins - TO,38,266,225,228,   5 201,1.6,   1 755.43,38
Tocantins,Porto Nacional - TO,   1 699,   12 303,   10 495,   10 326,   324 099,2.2,   2 414.28,   1 668
Tocantins,Praia Norte - TO,27,348,323,489,   11 942,1.7,   1 879.46,27
Tocantins,Presidente Kennedy - TO,61,381,327,308,   7 041,1.6,   1 758.73,61
Tocantins,Pugmil - TO,38,440,386,385,   8 293,1.5,   1 658.24,38
Tocantins,Recursolândia - TO,36,90,64,40,911,1.6,   1 740.49,36
Tocantins,Riachinho - TO,30,331,315,334,   7 491,1.6,   1 723.34,30
Tocantins,Rio da Conceição - TO,26,316,294,306,   5 376,1.2,   1 350.34,26
Tocantins,Rio dos Bois - TO,24,329,312,264,   5 313,1.4,   1 549.96,24
Tocantins,Rio Sono - TO,70,419,361,345,   8 793,1.8,   1 957.88,69
Tocantins,Sampaio - TO,30,389,361,339,   7 789,1.6,   1 765.69,30
Tocantins,Sandolândia - TO,52,448,407,364,   7 178,1.4,   1 518.69,52
Tocantins,Santa Fé do Araguaia - TO,127,592,482,485,   13 946,2,   2 211.90,124
Tocantins,Santa Maria do Tocantins - TO,31,312,279,262,   5 874,1.6,   1 724.96,31
Tocantins,Santa Rita do Tocantins - TO,38,338,307,297,   6 795,1.6,   1 760.58,38
Tocantins,Santa Rosa do Tocantins - TO,78,675,610,557,   14 042,1.8,   1 938.02,78
Tocantins,Santa Tereza do Tocantins - TO,39,356,316,284,   5 975,1.5,   1 617.14,39
Tocantins,Santa Terezinha do Tocantins - TO,19,205,188,195,   4 620,1.7,   1 825.77,19
Tocantins,São Bento do Tocantins - TO,47,632,590,540,   10 927,1.4,   1 557.80,47
Tocantins,São Félix do Tocantins - TO,35,279,248,235,   5 309,1.6,   1 741.26,35
Tocantins,São Miguel do Tocantins - TO,73,756,702,668,   15 267,1.6,   1 758.02,73
Tocantins,São Salvador do Tocantins - TO,37,378,360,336,   7 012,1.5,   1 605.72,37
Tocantins,São Sebastião do Tocantins - TO,20,410,397,377,   8 684,1.6,   1 774.12,20
Tocantins,São Valério - TO,63,361,310,424,   9 855,1.6,   1 788.49,63
Tocantins,Silvanópolis - TO,95,656,558,616,   14 539,1.7,   1 816.39,95
Tocantins,Sítio Novo do Tocantins - TO,73,868,788,750,   17 242,1.6,   1 768.80,73
Tocantins,Sucupira - TO,16,267,258,235,   4 412,1.3,   1 444.36,16
Tocantins,Taguatinga - TO,202,   1 469,   1 249,   1 229,   34 316,2,   2 148.09,197
Tocantins,Taipas do Tocantins - TO,24,248,236,218,   4 370,1.4,   1 542.76,24
Tocantins,Talismã - TO,33,351,327,329,   9 277,2,   2 172.24,33
Tocantins,Palmas - TO,   11 299,   143 487,   130 005,   126 893,  6 805 216,3.8,   4 125.35,   10 879
Tocantins,Tocantínia - TO,69,698,629,517,   14 331,1.9,   2 134.06,69
Tocantins,Tocantinópolis - TO,314,   2 855,   2 587,   2 405,   58 741,1.7,   1 878.94,307
Tocantins,Tupirama - TO,23,166,152,244,   5 406,1.5,   1 703.28,22
Tocantins,Tupiratins - TO,22,296,280,263,   5 600,1.5,   1 636.88,22
Tocantins,Wanderlândia - TO,89,686,623,658,   16 888,1.8,   1 975.79,88
Tocantins,Xambioá - TO,174,   1 636,   1 474,   1 412,   41 615,2.1,   2 267.11,172
Maranhão,Açailândia - MA,   1 587,   19 653,   17 958,   16 659,   574 727,2.4,   2 653.86,   1 526
Maranhão,Afonso Cunha - MA,32,388,358,348,   9 680,1.9,   2 136.99,32
Maranhão,Água Doce do Maranhão - MA,56,676,621,621,   15 840,1.8,   1 963.65,56
Maranhão,Alcântara - MA,62,683,631,641,   20 369,2.2,   2 445.89,61
Maranhão,Aldeias Altas - MA,73,   2 269,   2 206,   2 099,   49 827,1.7,   1 825.99,72
Maranhão,Altamira do Maranhão - MA,29,334,306,300,   7 732,1.8,   1 982.57,29
Maranhão,Alto Alegre do Maranhão - MA,149,   2 952,   2 811,   2 432,   46 374,1.3,   1 466.68,146
Maranhão,Alto Alegre do Pindaré - MA,144,   1 892,   1 798,   1 760,   45 856,1.8,   2 003.95,142
Maranhão,Alto Parnaíba - MA,194,   1 510,   1 308,   1 469,   42 055,2,   2 202.89,189
Maranhão,Amapá do Maranhão - MA,58,359,313,312,   8 997,2,   2 216.28,58
Maranhão,Amarante do Maranhão - MA,180,   1 436,   1 278,   1 245,   36 575,2.1,   2 259.77,179
Maranhão,Anajatuba - MA,103,876,779,776,   26 445,2.4,   2 621.05,103
Maranhão,Anapurus - MA,87,   1 059,980,   1 038,   25 763,1.7,   1 909.48,87
Maranhão,Apicum-Açu - MA,43,679,646,639,   21 377,2.3,   2 574.17,41
Maranhão,Araguanã - MA,38,303,268,268,   8 926,2.3,   2 563.85,38
Maranhão,Araioses - MA,165,   2 044,   1 870,   1 882,   53 368,2,   2 181.15,163
Maranhão,Arame - MA,142,   2 016,   1 878,   1 687,   42 220,1.8,   1 925.06,141
Maranhão,Arari - MA,268,   2 429,   2 189,   2 014,   53 909,1.9,   2 059.50,265
Maranhão,Axixá - MA,64,969,906,783,   18 555,1.7,   1 823.39,64
Maranhão,Bacabal - MA,   1 272,   9 565,   8 158,   8 142,   204 714,1.8,   1 934.18,   1 228
Maranhão,Bacabeira - MA,157,   1 466,   1 323,   1 306,   38 529,2.1,   2 269.81,153
Maranhão,Bacuri - MA,72,   1 033,907,886,   31 239,2.5,   2 711.39,71
Maranhão,Bacurituba - MA,22,334,320,298,   7 326,1.7,   1 893.72,22
Maranhão,Balsas - MA,   2 860,   22 210,   19 318,   19 031,   557 506,2,   2 253.43,   2 779
Maranhão,Barão de Grajaú - MA,188,   1 767,   1 564,   1 515,   35 642,1.6,   1 809.44,184
Maranhão,Barra do Corda - MA,775,   6 035,   5 154,   5 004,   136 869,1.9,   2 103.87,754
Maranhão,Barreirinhas - MA,610,   5 584,   4 980,   4 518,   111 560,1.7,   1 899.29,596
Maranhão,Belágua - MA,41,653,640,564,   14 594,1.8,   1 992.13,41
Maranhão,Bela Vista do Maranhão - MA,64,532,469,465,   13 610,2,   2 251.54,64
Maranhão,Benedito Leite - MA,39,337,298,311,   7 203,1.6,   1 781.72,39
Maranhão,Bequimão - MA,78,976,900,859,   22 489,1.8,   2 013.85,78
Maranhão,Bernardo do Mearim - MA,43,   1 063,   1 017,681,   22 740,2.3,   2 567.99,43
Maranhão,Boa Vista do Gurupi - MA,55,524,477,437,   11 326,1.8,   1 991.90,55
Maranhão,Bom Jardim - MA,176,   1 627,   1 477,   1 442,   41 273,2,   2 201.11,172
Maranhão,Bom Jesus das Selvas - MA,191,   1 676,   1 540,   1 462,   34 689,1.7,   1 825.71,191
Maranhão,Bom Lugar - MA,76,544,490,487,   14 957,2.1,   2 363.49,76
Maranhão,Brejo - MA,325,   1 796,   1 520,   1 531,   40 420,1.8,   2 031.14,317
Maranhão,Brejo de Areia - MA,26,258,237,237,   7 305,2.2,   2 369.18,25
Maranhão,Buriti - MA,166,   1 236,   1 073,   1 055,   42 270,2.8,   3 081.03,164
Maranhão,Buriti Bravo - MA,190,841,671,659,   18 050,1.9,   2 105.62,189
Maranhão,Buriticupu - MA,434,   4 628,   4 263,   4 269,   120 918,2,   2 178.99,422
Maranhão,Buritirana - MA,44,519,476,476,   16 717,2.5,   2 699.07,44
Maranhão,Cachoeira Grande - MA,24,340,326,323,   8 787,1.9,   2 090.23,24
Maranhão,Cajapió - MA,30,408,386,379,   11 801,2.2,   2 396.08,30
Maranhão,Cajari - MA,47,   1 844,   1 810,   1 298,   27 049,1.5,   1 603.54,47
Maranhão,Campestre do Maranhão - MA,124,   1 889,   1 760,   1 980,   58 080,2.1,   2 255.92,122
Maranhão,Cândido Mendes - MA,92,   1 200,   1 115,917,   25 104,1.9,   2 106.87,87
Maranhão,Cantanhede - MA,131,   1 369,   1 247,   1 025,   31 635,2.2,   2 373.38,129
Maranhão,Capinzal do Norte - MA,72,579,513,594,   15 109,1.8,   1 957.45,71
Maranhão,Carolina - MA,388,   3 171,   2 917,   2 879,   68 526,1.7,   1 830.65,373
Maranhão,Carutapera - MA,132,   1 717,   1 614,   1 327,   35 760,1.9,   2 073.40,128
Maranhão,Caxias - MA,   1 736,   18 489,   16 582,   15 743,   344 673,1.5,   1 684.15,   1 677
Maranhão,Cedral - MA,30,648,623,555,   12 143,1.5,   1 684.17,29
Maranhão,Central do Maranhão - MA,16,507,496,585,   12 784,1.5,   1 681.47,16
Maranhão,Centro do Guilherme - MA,53,826,785,613,   12 170,1.4,   1 526.28,53
Maranhão,Centro Novo do Maranhão - MA,75,   1 508,   1 455,   1 521,   40 183,1.8,   2 031.80,75
Maranhão,Chapadinha - MA,908,   5 444,   4 487,   4 467,   122 156,1.9,   2 103.59,878
Maranhão,Cidelândia - MA,78,818,739,759,   23 893,2.2,   2 420.79,78
Maranhão,Codó - MA,998,   11 599,   10 655,   10 570,   266 017,1.8,   1 935.96,944
Maranhão,Coelho Neto - MA,339,   3 332,   2 995,   2 517,   80 188,2.2,   2 450.96,323
Maranhão,Colinas - MA,389,   3 525,   3 123,   2 952,   73 497,1.7,   1 915.18,386
Maranhão,Conceição do Lago-Açu - MA,26,787,767,769,   26 608,2.4,   2 661.21,26
Maranhão,Coroatá - MA,531,   4 866,   4 331,   4 189,   96 532,1.6,   1 772.43,510
Maranhão,Cururupu - MA,175,   1 598,   1 428,   1 357,   39 390,2,   2 232.22,173
Maranhão,Davinópolis - MA,94,   2 333,   2 243,   2 284,   59 806,1.8,   2 014.28,91
Maranhão,Dom Pedro - MA,315,   2 257,   1 954,   1 983,   49 122,1.7,   1 905.18,309
Maranhão,Duque Bacelar - MA,66,554,518,576,   16 554,2,   2 210.01,66
Maranhão,Esperantinópolis - MA,158,   1 430,   1 263,   1 320,   34 068,1.8,   1 984.57,156
Maranhão,Estreito - MA,537,   4 347,   3 741,   3 783,   94 114,1.7,   1 913.74,518
Maranhão,Feira Nova do Maranhão - MA,54,544,489,447,   12 473,2,   2 145.71,54
Maranhão,Fernando Falcão - MA,28,343,316,323,   9 205,2,   2 195.00,27
Maranhão,Formosa da Serra Negra - MA,134,788,644,635,   20 444,2.3,   2 475.23,132
Maranhão,Fortaleza dos Nogueiras - MA,250,   1 239,935,890,   25 151,2,   2 173.49,249
Maranhão,Fortuna - MA,110,572,471,466,   16 902,2.5,   2 788.18,106
Maranhão,Godofredo Viana - MA,59,   1 619,   1 575,   1 571,   77 468,3.4,   3 792.20,59
Maranhão,Gonçalves Dias - MA,91,811,725,663,   19 408,2,   2 250.84,91
Maranhão,Governador Archer - MA,56,334,283,280,   10 520,2.6,   2 890.44,56
Maranhão,Governador Edison Lobão - MA,149,   2 539,   2 393,   2 284,   60 273,1.8,   2 030.35,146
Maranhão,Governador Eugênio Barros - MA,57,516,464,465,   15 676,2.4,   2 591.01,57
Maranhão,Governador Luiz Rocha - MA,52,518,484,472,   12 306,1.8,   2 004.81,52
Maranhão,Governador Newton Bello - MA,32,357,317,317,   9 632,2.1,   2 338.46,32
Maranhão,Governador Nunes Freire - MA,200,   2 085,   1 910,   2 019,   56 401,2,   2 149.02,198
Maranhão,Graça Aranha - MA,49,240,209,207,   6 466,2.2,   2 398.85,49
Maranhão,Grajaú - MA,822,   7 460,   6 539,   7 150,   197 214,1.9,   2 121.59,791
Maranhão,Guimarães - MA,39,496,462,468,   13 345,2,   2 192.37,39
Maranhão,Humberto de Campos - MA,76,   1 505,   1 425,   1 341,   35 430,1.8,   2 032.66,75
Maranhão,Icatu - MA,72,875,815,911,   24 797,1.9,   2 094.74,69
Maranhão,Igarapé do Meio - MA,60,948,882,997,   25 352,1.8,   1 955.32,60
Maranhão,Igarapé Grande - MA,85,   1 015,922,882,   24 186,1.9,   2 109.77,85
Maranhão,Imperatriz - MA,   7 658,   66 892,   58 459,   57 738,  1 696 967,2.1,   2 260.83,   7 290
Maranhão,Itaipava do Grajaú - MA,36,404,374,365,   9 671,1.9,   2 036.65,36
Maranhão,Itapecuru Mirim - MA,592,   5 362,   4 780,   4 668,   140 529,2.1,   2 315.97,582
Maranhão,Itinga do Maranhão - MA,309,   3 501,   3 165,   3 056,   76 646,1.8,   1 929.22,306
Maranhão,Jatobá - MA,17,362,347,347,   9 431,1.9,   2 093.79,17
Maranhão,Jenipapo dos Vieiras - MA,32,611,586,580,   13 906,1.7,   1 844.20,30
Maranhão,João Lisboa - MA,167,   1 908,   1 733,   1 670,   39 620,1.7,   1 824.49,164
Maranhão,Joselândia - MA,68,265,201,166,   3 244,1.4,   1 504.80,68
Maranhão,Junco do Maranhão - MA,39,642,610,587,   11 576,1.4,   1 516.72,39
Maranhão,Lago da Pedra - MA,626,   3 233,   2 600,   2 506,   66 432,1.9,   2 038.89,623
Maranhão,Lago do Junco - MA,48,690,640,552,   12 882,1.6,   1 795.43,48
